Company_Id,SCompanyName,FCompanyName,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,GroupCStaus,ParentCompany,FormerlyCalled,Permissions1,UserStatus,Industry,Sector,SubSector,BusinessDesc,Brands,Country,RegionId_FK,IncorpYear,ListingStatus,StockBSE,StockNSE,IPODate,AddressHead,AddressLine2,City,State,Pincode,AddressCountry,Phone,Fax,Email,Website,LinkedIn,google_fetched_website,Contact Name,Designation,,rgthcr,Profile_Flag,Added_Date,DealUrl,competitorsListed,competitorsUnListed,otherCompareListed,otherCompareUnListed,FYCount,GFYCount,cvid,CIN,Total_Income_equal_OpIncome
,,,,,,,,,,,,,,,1992,Listed,,,,Aloka House,,109,28,700001,113,033-22430269 ,033-22430271   ,interglobefinance@gmail.Com,www.igfl.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,Poddar Point,,109,28,700016,113,"+91-033- 22290588, 40675177    ",-22290027,shares@isocl.in,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"4 Saujanya Raw Houses, Nr. Darpan Six Roads",,23,7,380009,113,,,ashokvithlani@poland.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,"E-25/b, Ist Floor",,19,33,110092,113,,,roc.iclf@gmail.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1979,Listed,,,,"Kanchenjunga, 7th Floor ",,19,33,110001,113,011-23310001,,hcslndl@yahoo.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,C-371/42,,19,33,110059,113,     ,-- ,--,www.intercorp.in.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,A-16,,19,33,110028,113,011- 5704177 5704178 5704179 5704180 ,011- 5702138 5700644 ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"806, Saffron Building",,23,7,380006,113,,,interfacefinancial@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,2004,Listed,,,,"Central Wing, Ground Floor",,19,33,110001,113,,,corporate@goindigo.in,www.interglobe.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,Developed Plot No 163,,88,24,600096,113,43132380/ 1/ 2,43132388,,www.idis.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,B - 216 (C),,407,22,307026,113,     ,-- ,etaxserviceit@yahoo.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"211 A, 2nd Floor, Triveni Complex",,19,33,110092,113,+91 11 32228364,,Interlinkpet@Hotmail.Com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1936,Listed,,,,"Infinity Benchmark, 11th Floor",,109,28,700091,113,91-033-33153000,91-033-23576653 ,info@internationalcombustion.in,www.internationalcombustion.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"The Icon, No.8, 5th Floor, 80 Feet Main Road",,43,12,560075,113,080-49151700,,sindhukeshavan@addgroup.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1973,Listed,,,,"Falta Sez, Sector - Ii",,109,28,743504,113,,,icltd@iclbelting.com,www.iclbelting.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"G.f.3, Fortune Tower, Bearing Municipal No.198/2/1",,19,33,110065,113,1126414441,,i.c.ltd@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1977,Listed,,,,806,,19,33,110019,113,"011- 26444812 , 011 - 26212687",91 11 26436336,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,201 Shanti Niketan Apartments,,430,7,396445,113,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,Sumer Kendra,,67,15,400018,113,-24975170,-24975032,--,www.trimbak.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,""" Murti Bunglow """,,23,7,380015,113,"079- 65214174, 64502351   ",079- 6461620  ,infcl@Hotmail.Com,www.ihfcl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1964,Listed,,,,Rajahmundry,,148,1,533105,113,+91-883- 247 1831 to 1834,0883- 246 1764 & 301 3000,"ashok.yaramaneni@ipaper.com, srinivas.koruprolu@ipaper.com",www.ipappm.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"Flat No.112, Antriksh Bhawan",,19,33,110001,113,011-26361508,011-26367534,internationalpump@gmail.com ,www.ipplimited.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"504 A, Skylark Building",,19,33,110019,113,91-011-26438905,,arunkumarsoni@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"S-1, Phase -i, ",,3,1,500037,113,,,azzarapu@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,Travel House,,19,33,110017,113,011- 26017808 ,011- 26011543 ,,www.travelhouseindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,"No - 28 , Shankar Mutt Road",,43,12,560004,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"701 , Arunachal Building",,19,33,110001,113,011- 43571044-45,011- 43571047  ,info@interworld.co.in,www.interworld.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1996,Listed,,,,"502 A , Prathamesh ",,67,15,400013,113,91-22-2491 2123,91-22-2490 3123,intrasoft@intlindia.com,www.itlindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"Viraj Towers, 201",,67,15,400069,113,91-2239548500 / 4075 1500,91-22-40751535,ipo@inventuregrowth.com,www.inventuregrowth.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,Nari Road,,162,7,364006,113,-187.0003014,-197.0337174,direct1@ipcl.in,www.ipcl.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1971,Listed,,,,40-41 Community Centre,,19,33,110025,113,,,vimalbanka@lnjbhilwara.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"Shop No G-27, Phase I",,88,24,600002,113,"044 - 2849 2056, 4210 9265",,invictamedi@gmail.com ,www.imel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,Global Knowledge Park,,103,27,201301,113,,,iosystemlimited@gmail.com,www.iosystem.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,Trident Complex,,137,21,148101,113,-1588,-246296,contact@iolcp.com,www.iolcp.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"813, Raheja Center, Nariman Point, Mumbai - 400 021.813,",,67,15,400021,113,022- 40193300   ,022- 40193355,invsrel@iolnetcom.com,www.iolnetcom.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1964,Listed,,,,Ion House,,67,15,400011,113,022-39890909,022-24938737,ieil@ionexchange.co.in.,www.ionindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,D 11/12,,171,24,603209,113,044- 27452816 /47400597 /47400598,,iprmmn@iprings.com,www.iprings.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1949,Listed,,,,"48 , Kandivli Industrial Estate",,67,15,400067,113,022- 66474444    ,022- 28686613  ,investors@ipca.co.in,www.ipcalabs.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"3001 , 3rd Floor",,32,7,395001,113,0261-470188 470189 470190 470191/2/3/4/5/6/7/8/9 ,0261-470411  ,iplsurat@gmail.com,www.indiapolyspinlimited.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"No. 134/ A, 2nd Floor, 3rd Cross, ",,43,12,560022,113,,,,http://www.iqinfotech.net,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1998,Listed,,,,I R B Complex ,,67,15,400072,113,022-6640 4220    ,022-6675 1024  ,info@irb.co.in,www.irb.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"I R C House, 846, Joshi Road",,19,33,110005,113,91-011-41548000,91-011-41548005,ircl@irclindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"103, Shivam Chambers",,67,15,400061,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,127 / 10 / 1,,109,28,700054,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1988,Listed,,,,"K-10, Somvihar",,19,33,110022,113,011-26109124,011-26188970,amar@isflimited.com,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1943,Listed,,,,"31, Netaji Subhas Road",,109,28,700001,113,-22300904,-22485963,isg_traders@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1933,Listed,,,,Radaur Road,,367,8,135001,113,01732-307 614/ 611,01732-250991,roynr@isgec.com,www.isgec.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"G.f. 1, Shagun Complex, 93, Swastik Society",,23,7,380009,113,,,kalpen18@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"18, Gidc Estate",,23,7,382445,113,079-25832144,079-25833643,ishandyes@yahoo.com,www.ishandyes.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,Survey No 179 / 1,,23,7,382170,113,079 - 26468353  ,079 - 26404961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,Nirmala Apartment,,74,15,401105,113,0250- 28199656    ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1983,Listed,,,,"Sekaria Chambers , 5th Floor",,67,15,400001,113,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,"No . 3 , Moorthy Lane , 1st Floor ",,88,24,600003,113,     ,,innogroup@gmail.com,www.islconsulting.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,Lunkad Towers,,70,15,411014,113,+91 20 414 341 00 / 01 ,+91 20 266 307 79,secretarial@ismt.co.in,www.ismt.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,Park Plaza,,109,28,700016,113,033- 22492117 22493119 22495102  ,033- 22491956  ,ipil_inv_grievance@yahoo.co.in/ispatlimited@yahoo.co.in,www.ipil.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1966,Listed,,,,Maker Bhavan,,67,15,400020,113,022- 2030261 2030262   ,022- 2080603  ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1976,Listed,,,,Dharuhera Industrial Complex,,333,8,123110,113,-268577,-268627,ist_limited_grg@sify.com,www.istindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,"513 , Palm Spring",,67,15,400064,113,022 - 28502244 28504900   ,022 - 28500869 56901612 ,principal@vsnl.com,"www.istreetnetwork.com, www.istreetbazaar.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1910,Listed,,,,Virginia House,,109,28,700071,113,033-22889371/22886426/22880034,033-22882358,isc@itc.in,www.itcportal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1978,Listed,,,,National Plastic Building,,67,15,400057,113,,,rc.daga@itdcem.co.in,www.itdcem.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1950,Listed,,,,I T I Bhavan,,43,12,560016,113,9.999882098,-25617514,secretary@itiltd.co.in,www.itiltd-india.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1989,Listed,,,,111,,60,14,452015,113,"0731- 3044400, 3044401, 3044402, 3044410 / 411 / 412 ","0731- 2722372, 2721110 ",manojtiwari@itl.co.in,www.itlindustries.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"702 , '' A ''  Wing",,23,7,380006,113,,,iveeinjectaa@gmail.com,www.iveeinjectaa.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1929,Listed,,,,Shashikank N Redij Marg,,67,15,400033,113,022- 6456 2352/55,022- 2371 9633,ivpsecretarial@allana.com,www.ivpindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1996,Listed,,,,M - 22 / 3 R T,,3,1,500057,113,50.99994624,+91-40-2334 5004,info@ivrinfra.com,www.ivrclah.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,M - 22 / 3 R T,,3,1,500057,113,+91-40-2334 3678 / 3550 / 5130 / 8467,+91-40-2334 5004 ,info@ivrinfra.com,www.ivrcl.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,"No. 19, Block I",,88,24,600032,113,044-22332280    ,91-44-2250 0280,info@iykot.com/grc@iykot.com,www.iykot.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,"177 / 2 C , Bilekahalli Industrial Area",,43,12,560076,113,91-80-67125400/01/02/03/04/05/06/07,91-80-67125408,info@logixworld.com,www.izmoltd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,16 A,,67,15,400053,113,022 - 6774 3555   ,022 - 2673 0814  ,investors.grievances@jkumar.com,www.jkumar.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1980,Listed,,,,"16, Biplabi Rash Bihari Basu Road",,109,28,700001,113,+91 33 2230 5244,,jtaparia2008@gmail.com,www.jtapariaprojects.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"23 C, Ashutosh Chowdhury Avenue",,109,28,700019,113,91-033-24614775,91-033-24614780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,7b Kiran Shanker Roy Road,,109,28,700071,113,,,asle@aslgroup.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,"1st Floor, No. 4",,109,28,700001,113,,,akkhemka@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"5th Floor, The Millennium",,109,28,700020,113,,,jfoods1981@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1987,Listed,,,,"205, Haribol Roy Market",,10,3,781001,113,,,jpwltd@yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1993,Listed,,,,Narela Piao Manihari Road,,376,8,131028,113,9136205352,0130- 2219226  ,cs@jaganlamps.com,www.jaganlamps.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1982,Listed,,,,208,,19,33,110015,113,91-011-252920162,,jagattradingenterpriseslimited@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1944,Listed,,,,Jagatjit Nagar,,434,21,144802,113,0181- 2783112-16,0181- 2783118  ,hamira@jagtjit.com,www.jagatjit.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,P O Taraori,,375,8,132116,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1997,Listed,,,,E-228 Riico Industrial Area,,85,22,303007,113,0141-5123802,,compliance@jagjanani.com /jtlsgv@gmail.com,www.jagjanani.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1975,Listed,,,,Jagran Building 2,,101,27,208005,113,0512-2216161-64,0512-2216972,investor@jagran.com,www.jplcorp.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1990,Listed,,,,"1 - Vanyawadi Main Road,",,30,7,360002,113,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,18 - B,,274,9,171009,113,011-23721593 / 23721594 / 23323949 / 23328579 / 23730685 / 23353419 /23353426/55303100/1/2 23730693 ,011-23324693/23355298 ,jagson-id@eth.net,www.jagsonairlines.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,D-45,,19,33,110048,113,79.36977068,-26238769,jagfin@airtelmail.in,www.jagsonpal.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1978,Listed,,,,T 210 J,,19,33,110049,113,011-46181100 & 46119900,011-26498341,cs@jagsonpal.com,www.jagsonpal.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1999,Listed,,,,5,,109,28,700001,113,-2234.839825,-22429963,info@jaibalajigroup.com,www.jaibalajigroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"F-591, Sarita Vihar",,19,33,110076,113,91-011-26943877,,jbchl1984@gmail.com,www.jaibhikshu.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1978,Listed,,,,Kanchenjunga (7th Floor),,19,33,110001,113,,,hcslndl@yahoo.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,A-3  ,,432,15,431603,113,-61155231,-22875128,"cs2@jaicorpindia.com, jaicorp@jaicorpindia.com",www.jaicorpindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,Village Tipra,,41,9,174103,113,93187-21217,,"rakesh@jaimataglass.com, hemant@jaimataglass.com",www.jaimataglass.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1992,Listed,,,,"16 K M  Stone, V&po Gandhra, Distt Rohtak",,235,8,124001,113,,,promoters@rediffmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,D-6,,19,33,110001,113,     ,-- ,--,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1985,Listed,,,,"3rd Floor, Venus Atlantis Corporate Park",,23,7,380015,113,,,info@jpl.co.in ,www.jpl.co.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,"2, Kuber Bhavan Chs Ltd",,67,15,400092,113,,,jaihindltd@yahoo.com,jaihindltd.biz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1972,Listed,,,,Gandhi Nagar Railway Station Road,,85,22,302015,113,,,hptiwari@epatrika.com,www.epatrika.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,"No.59/1, Nakoda Arcade,",,43,12,560004,113,080-26629440,,jainfarmsblr@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1986,Listed,,,,Jain Plastic Park,,64,15,425001,113,0257-2258011,0257-2258111,jisl@jains.com,www.jains.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Listed,,,,,,,1,,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1981,Listed,,,,"47/10, Kiran Path",,85,22,302020,113,0294-2441666,0294-2440581,abhpl@yahoo.co.in,www.jainmarmo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,Scindia Villa,,19,33,110023,113,011- 32494585,011- 26874046  ,jsl@jaintv.co.in,www.jainstudiosltd.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1984,Listed,,,,5,,109,28,700001,113,91-033-22489808,91-033-22430021,atantia@jaibalajigroup.com,www.jaibalajigroup.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1991,Listed,,,,2 Clive Ghat Street,,109,28,700001,113,"(033) 2221-3549, 2229-8606",-8984,jaincocal@gmail.com,www.jainco.in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1947,Listed,,,,405 & 406,,67,15,400020,113,91-22-2200 2252,91-22-2200 2254,finance@jnxaamcol.co.in,www.jainexaamcol.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1965,Listed,,,,"17, Cama Industrial Estate",,67,15,400063,113,022 - 66919171,022 - 66919179,vilas_jaipan@rediffmail.com ,www.jaipan.com ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1995,Listed,,,,Sector 128,,103,27,201304,113,0120-4609000 / 2470800   ,0120-4609464 / 4609496 ,jalinvestor@jalindia.co.in,www.jalindia.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,1994,Listed,,,,Jaypee Nigrie Super Thermal Power Plant,,,14,486669,113,,,jpvl.investor@jalindia.co.in,www.jppowerventures.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
